actor_nconst,actor_name
nm3137382,Felicia Tam
nm3154777,Xuan Huang
nm3192969,Slaine Jenkins
nm3196782,Alberto Ajaka
nm3210612,Becca Godinez
nm3251213,Clan-Clan
nm7817251,Kev Tai
nm7852254,Jose Abascal
nm0000027,Alec Guinness
nm0000052,Marcello Mastroianni
nm0000081,Natalie Wood
nm0000090,Armin Mueller-Stahl
nm0000147,Colin Firth
nm0000198,Gary Oldman
nm0000232,Sharon Stone
nm0000247,John Woo
nm0000307,Helena Bonham Carter
nm0000344,Denise Crosby
nm0000365,Julie Delpy
nm0000471,Raul Julia
nm0000518,John Malkovich
nm0000627,Greta Scacchi
nm0000754,Kevin Anderson
nm0000941,Kathryn Bigelow
nm0001012,Claudia Cardinale
nm0001020,Katrin Cartlidge
nm0001023,John Cassavetes
nm0001114,Judy Davis
nm0001364,Bob Hoskins
nm0001399,Marianne Jean-Baptiste
nm0001457,James Le Gros
nm0001554,Errol Morris
nm0001602,Guy Pearce
nm0001726,Helen Shaver
nm0001805,Lana Turner
nm0001967,Peter Boyle
nm0001991,Leo G. Carroll
nm0002064,Giancarlo Esposito
nm0003540,Nikolay Cherkasov
nm0008206,Akbar Abdi
nm0008383,Bin Amatsu
nm0013037,Shohreh Aghdashloo
nm0014484,James Aidan
nm0015115,Makoto Akatsuka
nm0016625,Anna Lina Alberti
nm0017286,Olive Ann Alcorn
nm0017996,Zivojin Aleksic
nm0018091,André Alerme
nm0018319,Chester A. Alexander
nm0019902,Arthur Allan
nm0021821,Cida Almeida
nm0023339,Ángel Álvarez
nm0025518,Renée Amzallag
nm0026371,Arline Anderson
nm0027676,Gerd Andersson
nm0028114,Paule Andral
nm0028303,Mircea Andreescu
nm0034594,Pearl Argyle
nm0034934,Viktor Aristov
nm0035277,Gisken Armand
nm0035690,Edith McLoud Armstrong
nm0036548,Marcelle Arnold
nm0038280,Noghre Asadi
nm0038320,Shinpachirô Asaka
nm0041457,Simone Aubry
nm0043389,Alejandro Awada
nm0046096,Robert Badger
nm0046133,Laurence Badie
nm0047016,Ying Bai
nm0050744,Antonio Ballerio
nm0051115,Charles Balsan
nm0051482,Gerry Bamman
nm0051846,Runki Banerjee
nm0055261,Lou Barlow
nm0057363,Barbara Barrie
nm0061720,Caroline Baudry
nm0063332,Lidiya Bazilskaya
nm0063393,Steve Baës
nm0065084,Billy Beck
nm0065572,Rolf Becker
nm0065904,Olivier Becquaert
nm0066093,Ahmad Bedair
nm0069252,Marie Belluc
nm0070713,Nelly Benedetti
nm0072572,Lynnea Benson
nm0074335,Richard Berger
nm0074470,René Bergeron
nm0075092,Jonas Bergström
nm0075807,Marc Berman
nm0075825,Pandro S. Berman
nm0077381,Daniel Berrigan
nm0077425,Gloria Berrocal
nm0079670,Pamela Bevan
nm0082520,Lucille Billingsley
nm0086129,Paul Blain
nm0087141,Roland Blanche
nm0088629,Lars Bloch
nm0089217,Orlando Bloom
nm0089950,Tony Bluto
nm0090772,Abdel Hamid Bodaoha
nm0092813,Pina Boldrini
nm0094098,Yura Bondarenko
nm0096309,Wilmut Borell
nm0097210,János Boros
nm0097714,Vladimir Bosak
nm0097870,Dilip Bose
nm0098981,Christian Boucher
nm0099483,Kathy Boudin
nm0102566,Marcel Bozzuffi
nm0104507,Neville Brand
nm0106266,Will H. Bray
nm0106267,Yvonne de Bray
nm0107894,Michèle Breton
nm0107914,Jean Bretonnière
nm0111524,Lisa Marie Bronson
nm0112395,Edward Brophy
nm0112937,Troy Brown Sr.
nm0114914,William H. Brown
nm0116515,Nando Bruno
nm0117369,Martin Brygmann
nm0122394,Kimberly Burnett
nm0125608,Natalya Buzko
nm0127682,Franck Cabot-David
nm0129055,John Cairney
nm1047946,Tom Hillenbrand
nm11229580,Savy Augustine
nm11234653,Henry Cygan
nm1214088,Kiyoko Suizenji
nm12174003,Anju Dahal
nm1218546,Michel Debré
nm1220694,Alejandro Ferretis
nm1388823,Hiroshi Chiyoda
nm1596082,Kerry Mark Joels
nm2454994,Bill Oberst Jr.
nm2482791,Teishiro Nishijima
nm2486271,Gary Davis
nm2520444,Rosemarie Castoro
nm2560372,Paul Grant
nm5695722,Hayat Jubrail
nm7396276,Cody Buchanan
nm0005403,Jason Schwartzman
nm0005824,Phil Parmet
nm0006166,Michel Legrand
nm0669351,Patrick Pearson
nm0670771,Sylvie Pelayo
nm0672543,Clare Peploe
nm0674629,Mireille Perrey
nm0678009,Carla Petrillo
nm0678556,Britta Pettersson
nm0680645,Michelle Phillips
nm0684619,Antônio Pinto
nm0684773,Elith Pio
nm0689990,Bolek Polívka
nm0691145,Leo Pope
nm0692680,Jean-Pierre Posier
nm0693560,Georges Poujouly
nm0695189,Ulf Pramfors
nm0697674,John T. Prince
nm0698330,Anna Proclemer
nm0702541,Hanno Pöschl
nm0705240,Simona Racková
nm0712915,Man Ray
nm0713740,Elena Rea
nm0715200,Vicky Redwood
nm0715919,John Rees
nm0716074,Tom Reese
nm0716686,Carola Regnier
nm0718727,Milos Rejchrt
nm0720632,Poul Reumert
nm0720736,Germaine Reuver
nm0721419,Sarita Reyes
nm0721469,Dominique Reymond
nm0723623,Claude Rich
nm0723898,Susan Richards
nm0728509,Cyril Ritchard
nm0729691,Marie Rivière
nm0732214,Louison Roblin
nm0734067,Dominique Rocheteau
nm0738198,Tutta Rolf
nm0745625,Jean Rougerie
nm0745663,Jacqueline Rouillard
nm0747159,Renuka Roy
nm0748125,Michael Rubin
nm0750718,Claire Rushbrook
nm0752813,Robert Ryan
nm0752876,Thomas Jay Ryan
nm0753062,Georg Rydeberg
nm0754744,Sabine Sun
nm0755364,José Sacristán
nm0759022,Jennifer Salt
nm0759214,Andrey Salvador
nm0761055,Salvador Sánchez
nm0762248,Stefania Sandrelli
nm0762965,Shirô Sano
nm0765500,Farba Sarr
nm0766491,Makoto Satô
nm0767443,Doug Savant
nm0767741,Tom Savini
nm0783288,Elizabeth Sellars
nm0784029,Ranjit Sen
nm0784884,Rade Serbedzija
nm0785676,Henri Serre
nm0785792,Adrienne Servantie
nm0788170,Ravi Shankar
nm0790167,Linda Sini
nm0793338,Kôji Shitara
nm0793645,Hiroko Shimizu
nm0793703,Dalia Shimko
nm0794044,Masayuki Shionoya
nm0797329,Gary Sievers
nm1054737,Phillip Salem
nm1059298,Pierre Renverseau
nm1065381,Valentina Gómez
nm1065704,Kumija Kim
nm10660437,Safi Kamau Goodman
nm1153208,Elizabeth Kashy
nm1154228,Dave Cunningham
nm11598396,Billy Bizor
nm11602102,Rodney Balfa
nm11637688,Daiken Okudaira
nm11646811,Diomedes Djú
nm11649634,Alvin Sajewski
nm1329903,Alfonso García
nm1331888,Ruth Price
nm1332232,Sarah Gertrude Shapiro
nm13345881,Jean Carey Bond
nm13362480,Viktor Baranov
nm13364901,Mateo López Santiago
nm13400151,Lyudmila Kondratyeva
nm13400534,Gary Anderson
nm13422064,Seymour Cutler
nm1456958,Yeong-ju Lee
nm14598153,Arthur
nm1464207,Shaymerden Khakimzhanov
nm1466339,Moichi Tanabe
nm1468516,William Shimell
nm16040684,ShuHuan Wang
nm16156237,Spencer Bellamy
nm16165835,Elio Lunetta
nm1617000,Dimitri Moretti
nm1781985,Nektarios Souldatos
nm1783481,Kôji Suzuki
nm1784919,Chuan-cheng Tao
nm2883121,Natalie Garceau-Turner
nm2928713,Florence Bracy
nm2957364,Angelo Abazoglou
nm4153164,Michèle Nespoulet
nm4179869,József Gallai
nm4192951,Brian Agamie
nm5404863,Susan Brustman
nm6520910,Reiko Mizuki
nm7928249,Zhilei Xin
nm7957937,Demi Banwo
nm7982666,Monica Andrade
nm8044596,Tamara Lawrance
nm0262026,Eric Etebari
nm0263880,Dwight Ewell
nm0264675,Fernand Fabre
nm0266621,Gaetano Famularo
nm0270041,Helga Feddersen
nm0271540,Gilbert Felmar
nm0271671,Janice Felty
nm0276869,Tom Filer
nm0278500,Nada Fiorelli
nm0281329,James Flavin
nm0285383,Mildred Forbes
nm0286579,Verónica Forqué
nm0287637,Brigitte Fossey
nm0287825,Gloria Foster
nm0288204,Ahmed Fouad Selim
nm0288602,Roger Fouts
nm0290023,Betty Francine
nm0290215,Kay Francis
nm0290526,Daniel Franco
nm0290556,James Franco
nm0290733,María Francés
nm0296351,Maxime Fromiot
nm0297843,Susumu Fujita
nm0298167,Alva Fuller
nm0299346,Nobuko Fushimi
nm0300064,Jean Gabin
nm0302815,Giovanna Galletti
nm0303611,João Gama
nm0303646,Tom Gaman
nm0304984,Joly Garbi
nm0306623,Jean-François Gardeil
nm0307500,Beverly Garland
nm0311957,Mona Geijer-Falkner
nm0313948,Edwin Gerard
nm0314458,Greg Germain
nm0316960,Florence Gibson
nm0320324,Duccio Giordano
nm0320572,François Gir
nm0320740,Isabelle Girardet
nm0321856,Sabine Glaser
nm0325228,Jakub Goldberg
nm0330150,Don Gordon
nm0331054,Cliff Gorman
nm0331606,Bob Gosse
nm0331609,Leo Gosse
nm0331770,Walter Gotell
nm0332136,Sylviane Goudal
nm0332709,Olivier Gourmet
nm0334360,Zella Graham
nm0334603,Alexander Granach
nm0334886,Pippa Grandison
nm0336931,Sally Gray
nm0339452,Jane Greer
nm0340470,Klaus Detlef Grevenhorst
nm0343402,Joanne Gross
nm0343888,Aldo Grotti
nm0344010,Deborah Grover
nm0344653,Mandy Grunwald
nm0345466,Vincent Guastaferro
nm0345774,Françoise Guégan
nm0347482,Lara Guirao
nm0349759,Ingvald Guttorm
nm0351133,José Luis Gómez
nm0351566,Yilmaz Güney
nm0352914,Reed Hadley
nm0353320,Håkan Hagegård
nm0357491,Imad Hamdi
nm0361757,Yoshio Harada
nm0361915,Phil Harberts
nm0364028,Thorbjørn Harr
nm0364291,Joseph Harrington
nm0366061,Harry-Max
nm0368371,Siroos Hassanpoor
nm0368522,Eli Hasson
nm0369564,Thomas Hauser
nm0370627,Kaizô Hayashi
nm0370669,Yosuke Hayashi
nm0373827,Peter Hehir
nm0377131,Joan Henley
nm0380148,Silvio Hernández
nm0381223,Albert Herz
nm0382105,Arthur Hewlett
nm0386089,Petra Hinze
nm0386265,Masaaki Hirao
nm0387322,Ka-Kui Ho
nm0389195,Ingfried Hoffmann
nm0389824,Arthur Hohl
nm1015262,Leighton Meester
nm10201045,Youn Sung-hun
nm1022000,Michiko Ono
nm11670145,Polly Bilchuk
nm11670148,Michael Loggins
nm1303252,Ga Man Yeung
nm14873428,Sarvin Zabetian
nm1495333,Diego Rodrigues
nm14961167,Anna Stein
nm14983508,Amaya Clancy
nm16594756,Leslie Thornton
nm1661961,Yue-Ju Chen
nm2083041,Darrell Kipp
nm2087817,Rade Ljubisavljevic
nm2135108,The Mamas and the Papas
nm2142123,Ryuko Fuji
nm2182237,Ireen Kirsch
nm3012922,Vincenzo Fabricino
nm3017935,Lowell Landes
nm3095554,Ron Dolce
nm4314206,Rakee Dasilva
nm4364080,Yonedanji Katsura
nm6239162,Joecar Hanna
nm6312200,Joe Chien
nm6312201,Waley Liu
nm8621079,Massey Ahmar
nm8728614,Olaye Benjamin
nm9940894,Timna Hüttner
nm9940895,Josef Gottherr
nm0130593,Starr Calloway
nm0133532,Lina Canalejas
nm0137524,Lynn Carlin
nm0137808,Margit Carlqvist
nm0140316,Florence Delay
nm0140643,Jean-Claude Carrière
nm0143378,Bernie Casey
nm0143686,Maria Pia Casilio
nm0143972,Aurino Cassiano
nm0144875,Nino Castelnuovo
nm0150807,Billy Chan
nm0151866,Yi Chang
nm0152061,Winston Chao
nm0154319,Monique Chaumette
nm0154476,Kotti Chave
nm0156107,Ray Cherry
nm0156890,Joseph Chi
nm0157058,Giulio Chiari
nm0157105,Sofiko Chiaureli
nm0157467,Kirsty Child
nm0157759,Ka-Lok Chin
nm0157971,Paul Chun
nm0158793,Calvin Choy
nm0159154,Joyce Chopra
nm0159350,Supriya Choudhury
nm0161051,Chukamaryev
nm0161701,Jean-Quentin Châtelain
nm0162947,Christine Citti
nm0163748,Candy Clark
nm0165900,Kathleen Cleaver
nm0166688,Veronica Clifford
nm0166750,Judy Clifton
nm0171475,John Colicos
nm0171772,Pierre Collet
nm0173062,Juan Carlos Colombo
nm0173589,Jean-Marie Combelles
nm0174393,Jackie Condon
nm0174438,Steve Condos
nm0176971,Clyde Cook
nm0180394,Walter Cornick
nm0180756,Carmen Correa
nm0181122,Silvana Corsini
nm0183660,Clotilde Courau
nm0184434,David Coverdale
nm0186567,Paul Crauchet
nm0187125,William Creamer
nm0189313,Rupert Crosse
nm0190683,Ágnes Csere
nm0193579,Tuncel Kurtiz
nm0194207,Karin Lannby
nm0194430,Stefan Czernecki
nm0197931,Dalida
nm0200012,Anthony La Penna
nm0200016,Lions Daniels
nm0200044,Napoleon J. Daniels
nm0201121,Eric DaRe
nm0201174,Gene Darfler
nm0201468,Stéphane Darmon
nm0201669,Jean-Pierre Darroussin
nm0201719,Danny Darst
nm0205815,Dominique Davray
nm0205854,Peter Davy
nm0209368,María de la Riva
nm0211154,Elia De Rio Ene
nm0215907,Teresa del Río
nm0217787,Delphin
nm0217876,Jacqueline Delubac
nm0218056,Paul Demange
nm0219259,Jean-Paul Denizon
nm0220015,Elisabeth Depardieu
nm0220193,Henry Der
nm0220448,Edouard Dermithe
nm0221589,Jean Despeaux
nm0221612,Fabrice Desplechin
nm0221631,Nada Despotovich
nm0223014,Eddie Dew
nm0225921,Juan Diego
nm0226310,Fred Dietz
nm0227621,Jiali Ding
nm0230637,Gaby Dohm
nm0231439,Francesco Maria Dominedò
nm0232540,Jacques Doniol-Valcroze
nm0233065,Terence Donovan
nm0238811,Valérie Dréville
nm0239816,Michel Duchaussoy
nm0242270,Donald Dunham
nm0243019,Evan Dunsky
nm0244041,Rosa Elena Durgel
nm0244707,André Dussollier
nm0245103,Albert Duvaleix
nm0245974,François Dyrek
nm0245988,Trine Dyrholm
nm0247035,William Eadie
nm0247342,Max Earle
nm0251158,Julieta Egurrola
nm0252499,Agneta Ekmanner
nm0252603,Hassan el Baroudi
nm0252843,Mahmoud El Meligy
nm0255472,Steve Elmore
nm0255544,Xabier Elorriaga
nm0255554,Laila Eloui
nm0255851,Pedro Elviro
nm0256457,Benjamin Emanuel
nm10106539,Sylvia Marshall
nm1098911,Yuji Murata
nm1106179,Danny Ray Cook
nm1172718,Junji Masuda
nm1175053,L.A. Blaisdell
nm11779224,Donald Chapman
nm11779311,Bev Mackenthun
nm1518068,Teresa Sánchez
nm1518227,Justin Wan
nm1518573,Kyôko Izumi
nm16256214,Chris Acland
nm1731613,Léa Wiazemsky
nm2612548,Kiyoko Ôkubo
nm2644965,Scott Garvey
nm2645466,Lisa Caputo
nm2677929,Stephen Gurewitz
nm2698115,Lindsay Burdge
nm2705291,Yiu-Tong Lee
nm4055575,Odin Lund Biron
nm5570307,Satish Haldar
nm5574267,Saga Garðarsdóttir
nm5599979,Esmat Vahedi
nm0520978,Léon Lorin
nm0524528,Fabrice Luchini
nm0525934,Jouko Lumme
nm0530007,Andrea López
nm0535425,Helga Märthesheimer
nm0939868,Mark Wood
nm0941096,Susan Wooldridge
nm0942604,Lois Wright
nm0944070,Angela Wynter
nm0944143,Amanda Wyss
nm0945470,Rin'ichi Yamamoto
nm0945601,Shingo Yamashiro
nm0946020,Lina Yang
nm0947524,Jeannine Yeomans
nm0948123,Françoise Yip
nm0948373,Dekao Yokoo
nm0949215,Sanaa Younes
nm0949574,Gig Young
nm0951052,Yuriko
nm0955342,Fengyi Zhang
nm0957050,Victoria Zinny
nm0959916,Pierre Étaix
nm0969364,Corrado Invernizzi
nm0991671,Darcy Fehr
nm10736736,Ka Fei Han
nm1075457,Julien Rivière
nm10806302,Mohsen Shah Mohammadi
nm10810235,Lee Lozano
nm12634859,Nathaniel Colon
nm12654399,Tôji Kawahigashi
nm1265720,Forugh Farrokhzad
nm14233753,Prem Anand
nm14259122,Emerald Romero
nm14259124,Danny Liuson
nm14359584,Javad Siyahi
nm15702071,Paula Ramsden
nm15709939,Ayako Hiwatashi
nm15709940,Emma Mallison
nm15718990,Devilal Samar
nm15757516,Margòt Saxton-Federella
nm1581208,Zita Hanrot
nm1702381,Taishen Cheng
nm17038638,Kennedy Whittington-Cooper
nm1708055,Jue Jing
nm17088121,Natalie Robinson
nm17094924,Stafford Dragon
nm17098309,Mohtaram Shirzad
nm17113142,Sierra Small
nm2725525,Assane Faye
nm2728209,Barbara Renard
nm2747832,Booker T. & the M.G.s
nm2754978,Lehni Lamide Davies
nm2783253,Giannos Perlegas
nm2821065,Anatoliy Paduka
nm2841159,J. Battenfield
nm3877470,Rieko Taka
nm3878649,Marianne Lu
nm3882318,Hedayat Matin Daftari
nm3882731,Mohammadreza Barati
nm6937673,Kuei-Ying Hsu
nm6974956,Wanting Liu
nm7015433,Mitsuya Koizumi
nm8466817,Won-Jung Kim
nm8502506,Emily Elizabeth Thomas
nm9785673,Jessie Epstein
nm9822850,Guido Chiti
nm9827174,Francisco Caño
nm10901320,Annie Schwartz
nm1092564,Alice Davis
nm1226853,Yun-Sheng Pan
nm12286474,Che'Li
nm12297062,Jo Attal
nm1234049,Mallika
nm1234999,Wei Wei Zhao
nm14031208,Nima Pollio
nm15366953,Lukman Jusuf
nm1814112,Fred Brown
nm1815245,Jean-Michel Balthazar
nm1829211,Jane Harrison
nm1833753,Eve Duranceau
nm1849823,Joe Caniano
nm1856752,Udo Langhoff
nm1880549,Fabrice Scott
nm1885475,Silvana Veronese
nm1922376,Junko Kozakura
nm3549827,George Atutubo
nm3609766,Mark Chao
nm3618687,Linda Hodes
nm3623581,Bette Shaler
nm3639025,P.C. Peri
nm4860772,Anda Barleanu
nm6360411,Selome Emnetu
nm6530843,Judith Douw
nm6614966,Matoae Toae
nm6628353,Sook-Rang Wang
nm6684647,Angelo Molino
nm8097472,Iolanda Balas
nm8219201,Sulota Bari
nm9143179,James Arthur Sims
nm9205077,Steve Jones
nm9216904,Kwami Coleman
nm9216909,Zumbi Nichols Daphnis
nm9233952,Abdi Jama
nm9233953,Pia Riihioja
nm9239255,Pía Romano
nm1319257,Seon-ae Ko
nm1319664,Jeong-ok Na
nm1323268,Michael LeMoyne Kennedy
nm1323822,Adepero Oduye
nm1324973,Phil Leida
nm1325271,Brooke Hayes
nm14852674,Kamal Ramezani
nm16010998,Brent Everest
nm16376435,Yukito Hidaka
nm16393571,Mickael Rakovski
nm1640252,Kirill Marinchenko
nm16430214,Maria Giraudo
nm16437953,Georgia Coleman
nm16459353,Louise Salis
nm17549906,Gordon Glover Dunn
nm3387092,David Payant
nm3397294,Roberto Rossellini
nm3397736,Ona Grandey
nm3441435,Oliwer Kozlowski
nm3467533,Sebastian Lach
nm3511314,Vera Drew
nm3514237,Keiko Izumi
nm5107272,Jerry Dischiavo
nm5160514,Côme Guérif
nm5166525,Bertil Gustaf Oskar Carl Eugén
nm5184557,Salomé Wimille
nm6730043,Angelo Polito
nm6757353,Margarida Lucas
nm9278678,Amelia Robert
nm9369826,Alice Maio Mackay
nm0390189,Fay Holden
nm0390979,Anthony Holles
nm0391835,George Holmes
nm0392400,Dale Holt
nm0392447,Jany Holt
nm0395800,Krisztina Horváth
nm0396125,Nina Hoss
nm0397397,John Howard
nm0401207,Samuel Hui
nm0402842,Ian Hunter
nm0404157,Virginia Huston
nm0404232,Geoffrey Hutchings
nm0406737,Raizô Ichikawa
nm0408155,Rafal Imbro
nm0410937,Tarô Ishida
nm0412096,Vlad Ivanov
nm0414279,Lou Jacobi
nm0415434,Carl Jaffe
nm0415898,Ladislav Jakim
nm0416524,Geraldine James
nm0417361,Tadeusz Janczar
nm0419599,Jean-Claude Jay
nm0424320,Harriette Johns
nm0425278,Jackie Johnson
nm0426666,J.J. Johnston
nm0432613,Alfred Junge
nm0432775,Liu Junying
nm0433525,Jüri Järvet
nm0433627,Bill Jönsson
nm0434024,Svetlana Kabanova
nm0434896,Nathaniel Kahn
nm0435201,Peter Kaiser
nm0436341,Kar-Fung Kam
nm0439959,Charles Korvin
nm0441364,Kazuhiko Kato
nm0445657,Hiram Keller
nm0448765,Jean Kent
nm0452352,Russell Kiefel
nm0453074,Jirí Kylián
nm0455491,Walter Kingsford
nm0457483,Akemi Kita
nm0457492,Ryûji Kita
nm0457526,Yoshirô Kitahara
nm0460694,Robert Knepper
nm0462042,Nenji Kobayashi
nm0462069,Tokuji Kobayashi
nm0462658,Jirí Kodet
nm0463002,Mike Koewler
nm0463514,Asao Koike
nm0463882,Clarence Kolb
nm0465214,Yuka Konno
nm0465350,Maria Konstadarou
nm0465503,Louis Koo
nm0466787,Gunther Kortwich
nm0467248,Yôko Kosono
nm0467994,Yasuhiro Koume
nm0468489,Károly Kovács
nm0469802,Lasse Krantz
nm0469831,Mario Kranz
nm0473109,Ewa Krzyzewska
nm0476200,Akio Kusama
nm0477171,Halina Kwiatkowska
nm0477333,Dokhdurbek Kydyraliyev
nm0479608,Emmanuelle Laborit
nm0483945,Günter Lamprecht
nm0484737,Inge Landgut
nm0485878,Perry Lang
nm0489619,Lasker
nm0490618,Siu-Ming Lau
nm0490813,Josef Laufer
nm0494030,Cécile Le Bailly
nm0495516,Antonín Lebeda
nm0497893,Michelle Wen Lee
nm0498218,Lai-Yui Lee
nm0502322,Lotte Lenya
nm0504513,Richard Lester
nm0508035,Thierno Leye
nm0515421,Mona Lisa
nm0516865,Calvin Lockhart
nm0516876,Gene Lockhart
nm0517056,Barbara Loden
nm0520931,Marceline Loridan Ivens
nm10127640,A. Mukensnáblová
nm10396584,Phoebe DeGroot
nm1040273,Katarzyna Herman
nm11822238,Emylee Shlanger-Katz
nm1474568,Eizaburo Oshima
nm14790967,Voitto Hellstén
nm1483518,Adeline Aucoc
nm1649761,Kinji Fujiwa
nm1650192,Setsuko Shinobu
nm1933926,Rob Floyd
nm1944352,Daimaru
nm1949476,Wan Xiang
nm1955494,Maurice Domingo
nm1971931,Md. Moslemuddin
nm1989783,Anny Quinas
nm2051112,Luis Patino
nm3665787,Tom Cullen
nm3690814,Yasuko Agawa
nm3721683,Dana Cavaleru
nm3755550,Yoshihiro Nishikubo
nm4750822,Yôji Doki
nm6112290,Bene Coopersmith
nm6126848,Santiago Fondevila
nm6159862,Elizabeth Heaney
nm7535565,Shannon Baker
nm7548573,Lee Lawson
nm9024137,Angus McGregor
nm9051147,Assad al Arid
nm0803360,William Robert Sivel
nm0804506,Irène Skobline
nm0804991,Zdena Skvorecky
nm0807278,Allison Smith
nm0810229,Trixie Smith
nm0810479,Laura Smithson
nm0811733,Boguslaw Sobczuk
nm0811777,Esteban Soberanes
nm0812116,Paul van Soest
nm0812206,Machiko Soga
nm0813272,Yuriy Solomin
nm0814324,Songshen Zuo
nm0815495,Arturo Soto Rangel
nm0816527,Odoardo Spadaro
nm0821139,Lewis J. Stadlen
nm0822062,John Standing
nm0823174,Graham Stark
nm0823728,Paul Stassino
nm0826182,Herbert Steinmetz
nm0829270,Charlotte Stewart
nm0832834,Ray Stough
nm0837282,Paulyn Sun
nm0837360,Ichirô Sugai
nm0840704,Utako Suzuki
nm0842641,Jack Swigert
nm0845393,Gérard Séty
nm0846423,Bill Taft
nm0846998,Hizuru Takachiho
nm0847022,Junji Takada
nm0847031,Minoru Takada
nm0847302,Mieko Takamine
nm0847361,Akira Takarada
nm0847562,Naoto Takenaka
nm0847691,Yûsuke Takita
nm0847734,Shin Takuma
nm0848977,Eriko Tanaka
nm0849095,Yoshiko Tanaka
nm0849311,Lai-Ying Tang
nm0850490,Larisa Tarkovskaya
nm0853565,Spencer Teakle
nm0855070,Jean-Marc Tennberg
nm0855435,Takeo Terashita
nm0856227,Jan Tesarz
nm0859083,Julien Thomast
nm0862026,Ingrid Thulin
nm0865423,Nikola Todorow
nm0868110,John Tormey
nm0868894,Tracy Torrey
nm0869043,Félix Tortorelli
nm0870657,Hans Dieter Trayer
nm0871755,Roger Treherne
nm0877587,Guinevere Turner
nm0877696,Kennie Turner
nm0879687,Serge Ubrette
nm0880244,Karel Uhlík
nm0880298,Shinko Ujiie
nm0883698,Socorro Valdez
nm0886870,Peter van Eyck
nm0890049,Sarah-Jane Varley
nm0891289,Kirsten Vaupel
nm0892304,María Velasco
nm0895225,Karin Vesely
nm0896801,Vesa Vierikko
nm0898047,Libby Villari
nm0899062,Mariya Vinogradova
nm0899840,Geymond Vital
nm0902397,Karl-Heinz von Hassel
nm0905661,Ahmad Wafiq
nm0906618,Malcolm Waite
nm0907648,Craig Walker
nm0908371,Anita Wall
nm0909012,José Wallenstein
nm0912343,S.J. Warmington
nm0914931,Wylie Watson
nm0918280,Susan Weiner
nm0922851,Nydia Westman
nm0923266,Merritt Wever
nm0927733,Sonja Wigert
nm0929178,Mattie Wilkes
nm0929731,Jeroen Willems
nm11434391,Fred Layno
nm12719479,Jin Dae-yeon
nm1273999,Dawn Fraser
nm1274053,Lucille Lewis
nm12764084,Taehee Kim
nm1282023,Tokio Seki
nm1348382,Yoshiko Ieda
nm1351639,Guy Renault
nm13577111,Pablo Schils
nm13578582,Inès Terribilini
nm16882856,Jon Fetler
nm16882857,Charlie Nakajima
nm2233643,Alena Stojáková
nm2246481,Ray Cristensen
nm2256891,Lluís Carbó
nm2288274,Pierre-Vincent Chapus
nm2299852,Don Brooks
nm3259304,Thomas Malone
nm3262029,André Lubrano
nm3270435,Laetitia Dosch
nm3273598,Manko Kurenai
nm3358057,Sam Motazedi
nm3374137,Edwin Norteye
nm3381950,Bobby Sommer
nm4515897,John Ortiz
nm4574798,Mal Jefferson
nm4609589,Shannon Beer
nm5914800,Masashi Makita
nm5916601,Kenichi Fukuda
nm5972411,Tsuchimi Kurata
nm0538079,Sandra Montaigu
nm0538922,Gerard Malanga
nm0539399,Laurent Malet
nm0540300,Jan Malmsjö
nm0541148,Sabine Mamou
nm0541149,Rouben Mamoulian
nm0543049,Giuseppe Mannajuolo
nm0543977,Masood Mansouri
nm0545004,Jacques Marbeuf
nm0545054,Marie Marc
nm0547690,Pir Marini
nm0548434,Harry Markham
nm0548637,Valentina Markova
nm0551243,Zena Marshall
nm0552483,Jean Martin
nm0554356,Donato Martucci
nm0556051,Masako
nm0556850,Marsha Mason
nm0559144,Marlee Matlin
nm0559687,Seiji Matsuyama
nm0560063,John Matthews
nm0560808,Julie Mauduech
nm0563475,Rosy Mazzacurati
nm0564107,Alex McArthur
nm0565357,Terence Macartney-Filgate
nm0565367,Jodie Macartney
nm0568182,Pat McDonough
nm0568375,Ellen McElduff
nm0568493,Peter McEnery
nm0569362,Kathi McGinnis
nm0569790,Douglas McGrath
nm0571609,Scott McKenzie
nm0573688,J. Patrick McNamara
nm0574929,Taylor Mead
nm0575756,Patricia Medina
nm0576141,Edith Meeks
nm0582972,Henriette Meya
nm0586184,Alexandre Mihalesco
nm0586524,Norihei Miki
nm0586725,Stanislaw Mikulski
nm0587173,Kevin Miles
nm0587502,Vick Militello
nm0587791,Patrick Mille
nm0589711,Spike Milligan
