actor_nconst,actor_name
nm0604702,Harry Morgan
nm0605288,Paola Mori
nm0605710,Manabu Morita
nm0609966,Eduardo Moure
nm0611858,Paul Mulholland
nm0612359,Pat Mullin
nm0612787,Jessie Mune
nm0613364,Maksim Munzuk
nm0614515,Maurice Murphy
nm0615306,Tom Murray
nm0618277,Poul Müller
nm0619147,Teruko Nagaoka
nm0619824,Yôko Naitô
nm0620092,Tadao Nakamaru
nm0621452,Jun'ichirô Narita
nm0622069,Lucien Nat
nm0622440,Nathalie Nattier
nm0623554,Anna Neagle
nm0624653,Sigrid Neiiendam
nm0625867,Jiri Nemec
nm0626352,Derren Nesbitt
nm0628419,Nora Newsome
nm0628874,Shu-Chun Ni
nm0629138,Xuan Ngoc Nguyen
nm0632269,Magnus Nilsson
nm0634914,Alfred Norcom
nm0637894,Yôichi Numata
nm0641397,Dan O'Herlihy
nm0641870,Kevin O'Morrison
nm0644574,Toranosuke Ogawa
nm0645634,Tamio Ôki
nm0647369,Anne Ollivier
nm0648520,Kiyoharu Onaka
nm0649746,Fereshteh Sadre Orafaiy
nm0653244,Gisela Otto
nm0655452,Marja Packalén
nm0657874,Eugene Pallette
nm0658133,Betsy Palmer
nm0658633,Dan Palmquist
nm0660327,Irene Papas
nm0664916,George Passmore
nm11293332,Devin France
nm11302816,Ralph Perl
nm11364164,Winston Wang
nm11384916,Kaitlin McCowin
nm1288467,Usko Santavuori
nm14490203,Benoît Perrin
nm1555093,Hideo Sato
nm1559284,Mighty Duke
nm1563697,Yutaka Nakano
nm16657489,Charles Dumas
nm1722375,Toshio Arashi
nm2348651,Karina Dominguez
nm2399585,Rick Poynor
nm2432662,Sandrine Pinna
nm3129705,Deepak Dadhwal
nm3149728,Ajene D. Washington
nm3156095,Jan Gehl
nm3168602,Stefania Belmondo
nm3190371,Kazuhide Haruta
nm7764857,Ilias Javed
nm9472182,Laurits Honoré Rønne
nm0000007,Humphrey Bogart
nm0000036,Buster Keaton
nm0000156,Jeff Goldblum
nm0000209,Tim Robbins
nm0000243,Denzel Washington
nm0000316,Mel Brooks
nm0000367,Gérard Depardieu
nm0000375,Robert Downey Jr.
nm0000422,John Goodman
nm0000513,William H. Macy
nm0000634,Peter Sellers
nm0000706,Michelle Yeoh
nm0000718,Ian Abercrombie
nm0000748,Leon Ames
nm0000796,Dana Ashbrook
nm0000818,Shabana Azmi
nm0000885,Ned Beatty
nm0000893,Ed Begley Jr.
nm0000908,David Bennent
nm0000938,Daniela Bianchi
nm0001036,Geraldine Chaplin
nm0001076,Joan Crawford
nm0001108,Robert Davi
nm0001167,Shelley Duvall
nm0001195,Douglas Fairbanks Jr.
nm0001256,Greta Garbo
nm0001284,Michael Gough
nm0001335,Tippi Hedren
nm0001363,Jane Horrocks
nm0001505,Joe Mantegna
nm0001560,Ornella Muti
nm0001577,Maureen O'Sullivan
nm0001638,Jürgen Prochnow
nm0001916,Arletty
nm0001989,Leslie Caron
nm0002025,Hume Cronyn
nm0002077,Dexter Fletcher
nm0002131,Laurence Harvey
nm0003424,Hank Mann
nm0003836,Michael Powell
nm0006348,Rajendra Kumar Tuli
nm0006664,Zdenek Sverák
nm0007539,John Aasen
nm0008131,Mohamed Abdel Gawad
nm0008134,Hassan Abdel Hamid
nm0008161,Seif Abdelrahman
nm0008533,Alistair Abell
nm0009125,Natalya Abramova
nm0012376,Frank Adonis
nm0014524,Iñaki Aierra
nm0014773,Holly Aird
nm0014800,Mireille Darc
nm0015609,Hiroshi Akutagawa
nm0016554,Mercedes Albert
nm0018817,Wiveka Alexandersson
nm0021329,Sara Allgood
nm0023348,Anne Alvaro
nm0025940,Bertil Anderberg
nm0026172,John Andersen
nm0026308,Adisa Anderson
nm0027741,Lars-Olof Andersson
nm0029552,Ivan Angeli
nm0029574,Antouanetta Angelidi
nm0030046,Marie-Ange Aniès
nm0031958,Rafaela Aparicio
nm0034644,David Ari
nm0036307,Jacques Arnna
nm0036427,Edward Arnold
nm0038650,Leslie Ash
nm0038653,Monty Ash
nm0039520,Jean-Jacques Aslanian
nm0039612,Gunnar Asp
nm0039916,Fábio Assunção
nm0039967,Adriana Asti
nm0040140,Pacifico Astrologo
nm0041756,Patrick Auffay
nm0042025,Carla Egerer
nm0044447,Emiko Azuma
nm0044723,Aziz Babai
nm0044742,Ostadvali Babaei
nm0045011,Václav Babka
nm0047643,Michèle Bailly
nm0048653,Kenny Baker
nm0049084,Mohammed Bakhtiar
nm0049302,Rani Bala
nm0051086,Antoine Balpêtré
nm0051810,Satya Bannerjee
nm0052113,Caerthan Banks
nm0052203,Leslie Banks
nm0052329,Haradhan Bannerjee
nm0053616,George Barbier
nm0054061,John Barclay
nm0054292,Marie Bardischewski
nm0054632,Nimai Barik
nm0055794,Susan Barnes
nm0055797,T. Roy Barnes
nm0057383,John Barrie
nm0057412,Wendy Barrie
nm0057984,Dorothy Barry
nm0060015,Rudy Basquez
nm0060692,Aleksey Batalov
nm0061728,Jacques Bauduin
nm0063765,Alan Bean
nm0065932,Rod Bedall
nm0066114,Stefan Bednarczyk
nm0066480,Daniel Beer
nm0066716,Gordon Begg
nm0067861,Roko Belic
nm0070801,Paul Benedict
nm0071502,Heinz Bennent
nm0073590,Evelyn Beresford
nm0076957,Judy Jean Berns
nm0077201,Peter Bernuth
nm0077902,Merlin Berth
nm0077989,Monique Bertho
nm0078823,Tetsuya Bessho
nm0079243,Nosrat Bagheri
nm0079700,Georges Bever
nm0080362,Satindra Bhattacharya
nm0081175,Jean-Luc Bideau
nm0082689,Michael Bilton
nm0083162,Lidia Biondi
nm0083254,Derek Birch
nm0086706,Robert Blake
nm0088396,Bernard Blier
nm0088831,Moussa Blogo
nm0090776,Mag Bodard
nm0091080,Claire Bodson
nm0092702,Millan Bolander
nm0095060,Valérie Bonnier
nm0095587,Bob Boorstin
nm0095950,Caterina Boratto
nm0097034,Max Born
nm0097202,Ferike Boros
nm0097625,Jean-Marc Bory
nm0097877,Kallol Bose
nm0099583,Rosalyn Boulter
nm0099608,Matthew Boulton
nm0100843,Harry Bowen
nm0102073,Marie-France Boyer
nm0102554,Paul Bozzi
nm0103363,Paul Bradley
nm0103470,Carl Bradshaw
nm0105093,Ligia Branice
nm0107539,Olga Breno
nm0110193,Jocelyn Britton
nm0111623,Faith Brook
nm0111985,Freddie Brooks
nm0112234,Roy Brooks
nm0115143,Alistair Browning
nm0116311,David Brunjes
nm0116558,Blanchette Brunoy
nm0116974,Leota Bryan
nm0117911,Carlo Buccirosso
nm0119069,Juozas Budraitis
nm0120625,Robert Bunzi
nm0122168,Nikolay Burlyaev
nm0122360,Elsa Burnett
nm0122634,David Burns
nm0123984,Inga Busch
nm0125730,Mikhail Bychkov
nm0127395,Irene Caba Alba
nm10433874,Khatab H. Ahmed
nm10449606,Dina Emerson
nm10533725,Ron Hill
nm11159048,Anna Berg
nm11222424,Wallace Johnson
nm1213820,Sameera Reddy
nm12175356,Thabo Letsie
nm14097796,József Korn
nm1415541,Mang Fely
nm1588157,Larbi Batma
nm1792049,Peter Schlesinger
nm2496887,Carroll Dunham
nm2498025,Audrey Gelman
nm2518048,Severino Pisacane
nm2530294,Oldrich Hora
nm2564430,Tatiana Grigorieva
nm4447180,Rayan Boubekri
nm4459881,Reza Peyk
nm5675446,Reza Heidari
nm5757164,Sam Watts
nm5805760,Sarah-Megan Allouch
nm5836723,Gabriela Santos da Rocha
nm7334874,Bahram Ark
nm7347215,Leanna Samuel
nm7364169,Alain Garcia Vergara
nm8878623,Alyana Cabral
nm8918010,Kumar Bangarappa
nm0004845,Elvis Costello
nm0005085,Jamie Kennedy
nm0005200,Paul McCartney
nm0005416,Vinessa Shaw
nm0005522,Mario Van Peebles
nm0005841,Claude Renoir
nm0667898,Ivana Pavlová
nm0669292,Jerold Pearson
nm0669591,Josefa Pechlatová
nm0670675,Helena Pejsková
nm0671326,Markku Peltola
nm0682055,José Pidal
nm0682099,Jan Piechocinski
nm0683991,Tina Pine
nm0684161,Gene Pingatore
nm0686035,Ernst Pittschau
nm0686883,Louise Platt
nm0688143,Benoît Poelvoorde
nm0688145,Jacqueline Poelvoorde-Pappaert
nm0688666,Ewa Pokas
nm0688674,David Pokitillow
nm0688895,Pavla Polaskova
nm0690450,Kaviyoor Ponnamma
nm0700437,Darcy Pulliam
nm0701798,Jean Pélégri
nm0702454,Marcel Pérès
nm0706551,Gerome Ragni
nm0706780,Frangis Rahsepar
nm0710520,Galatea Ranzi
nm0710701,Jerome Raphael
nm0713520,Sheila Raynor
nm0713993,Bernice Johnson Reagon
nm0714835,William Redfield
nm0715693,Sheila Reid
nm0720932,Jean-Luc Revol
nm0723169,Rick Riccardo
nm0723827,Jean-Louis Richard
nm0726546,Jorge Rigaud
nm0726585,Edward Rigby
nm0733958,Marcel Roche
nm0736346,Marta Roel
nm0737074,Marshall Rogers
nm0740696,Noël Roquevert
nm0741803,John Roselius
nm0745467,Yella Rottländer
nm0746235,André Rouyer
nm0749281,James D. Ruffin
nm0750931,Rita Russek
nm0750971,Simon Russell Beale
nm0752636,John P. Ryan
nm0753526,RZA
nm0753686,André Régnier
nm0754969,Hossain Sabzian
nm0756098,Jessica Sager
nm0756292,Kenji Sahara
nm0756689,André Saint-Germain
nm0761212,Dominique Sanda
nm0764393,Guy Sanville
nm0764664,Alice Sapritch
nm0765169,Shukri Sarhan
nm0765234,Marjut Sariola
nm0766225,Kei Satô
nm0767181,Didier Sauvegrain
nm0767925,Marc Savoy
nm0769771,Channel Schafer
nm0770147,Svein Scharffenberg
nm0771584,Joseph Schildkraut
nm0775664,Heinz Schröder
nm0778792,Alan Scott
nm0780012,Giovanna Scotto
nm0783326,Myla Seller
nm0785108,Nikolay Sergeev
nm0786022,Roshan Seth
nm0789742,Glen Byam Shaw
nm0793639,Akira Shimizu
nm0794477,Zarifeh Shiva
nm0795906,Koasa Shunpûtei
nm1057903,Odette Barrière
nm1060641,Sonja Bennett
nm11602107,PeeWee Broussard
nm11646817,Ivandro Cá
nm11646818,Djibril Baldé
nm1164832,Shahram Golchin
nm11649633,Janice E. Kleeman
nm1166593,Ichirô Namiki
nm12443906,Changchu Xu
nm12458825,Billy Tipton Jr.
nm12496351,Sophourn Has
nm12528081,Kalle Condliffe
nm1330535,Václav Halama
nm13362511,Hallgeir Brenden
nm13362529,Max Bolkart
nm13400507,Mike Austin
nm13422028,Rochelle DuBoff
nm14560473,Brooke Banister
nm14643698,Hola
nm14643701,Ettore
nm1468687,Sofya Belskaya
nm1468710,Mary T. Brown
nm16030321,Bianca Maddaluno
nm16047054,Jitsurô Nakahashi
nm16156231,Amy Helen Diop
nm16156234,Violet Batista
nm1768149,Nora Waldstätten
nm2870517,Louis Pérault
nm2885273,Leningrad Cowboys
nm2897990,Octavio Calderon
nm2955220,Hsiu-yi Fang
nm4104320,Mino Aco
nm4105230,Bernarda Pacheco
nm4159475,Jusin Kitamura
nm4160417,Sari Akasaka
nm4160629,Keiko Machida
nm4197925,Steve McCoy
nm4202381,Lynn Oharin
nm4203585,Carol Schlafer
nm5392286,Rod Dixon
nm5477673,Isamu Horie
nm5511614,Roger Alan Koza
nm5517084,Bjarne Gunnarsson
nm6474936,Jay Lynch
nm7937986,Felix James Benit
nm7968631,Matt Hurley
nm7968633,Christian Delmotte
nm0261967,Eimei Esumi
nm0265732,Paul Faivre
nm0269423,Guy Favières
nm0270147,Birgitte Federspiel
nm0271799,Feng Hsu
nm0272677,Sabrina Ferilli
nm0274562,Ibrahim Ferrer
nm0276758,Katarzyna Figura
nm0279036,Madeleine Fischer
nm0280049,Jamin Fite
nm0281639,Connie Fleming
nm0283389,Claus Flygare
nm0283754,Spyros Fokas
nm0284557,Donald Fong
nm0284564,Harold Fong
nm0289983,Teresa Franchini
nm0296505,Jackie Frost
nm0297219,Hannes Fuchs
nm0297793,Hideo Fujino
nm0300991,Jacques Gagnon
nm0303351,Gérard Landry
nm0303849,Joonee Gamboa
nm0307171,Renée Gardès
nm0307491,Gianni Garko
nm0308041,Maurice Garrel
nm0309470,Lisa Gastoni
nm0311212,You Ge
nm0313953,George Gerard
nm0314700,Douglas Gerrard
nm0315545,Gita Ghatak
nm0315878,Bankim Ghosh
nm0316282,Ettore Giannini
nm0319150,Jean Gillibert
nm0320647,Danièle Girard
nm0322163,Frank Glaubrecht
nm0328583,Herminia Gonçalves
nm0329519,Michael Goodwin
nm0331838,Dennis Gotobed
nm0333236,Katharina Grabher
nm0333804,Todd Graff
nm0334438,Gawn Grainger
nm0336115,Sigi Graue
nm0337348,William Greaves
nm0338005,Johnny Green
nm0339621,Pascal Greggory
nm0340926,Helmut Griem
nm0342863,Rick Groel
nm0343520,Gib Grossac
nm0344059,Fred Groves
nm0345491,Richard Guay
nm0346852,Francisco Guijar
nm0355608,Geraldine Hall
nm0356710,Brian Halloran
nm0358396,Torsten Hammarén
nm0358866,Lucienne Hamon
nm0361672,Kazuo Hara
nm0361995,James Harcourt
nm0362082,Reather Hardeman
nm0362270,Axel Pauls
nm0362567,Cedric Hardwicke
nm0363069,Crenguta Hariton
nm0363904,Kyra Harper
nm0366004,Mary Harron
nm0367917,Akio Hasegawa
nm0368028,Norihiko Hashida
nm0368049,Ichirô Nakatani
nm0370070,Mary Hawking
nm0377750,Buck Henry
nm0377779,Cécile Henry
nm0379587,Gérard Hernandez
nm0380965,Jean Hersholt
nm0382395,Donald Heywood
nm0384962,Patricia Hilliard
nm0385010,Candace Hilligoss
nm0387561,Halliwell Hobbes
nm0387783,Pat Hoch
nm0388908,Hans Hofmann
nm10167298,Ken Patterson
nm1020466,Janet Evans
nm1026081,Haruo Itoga
nm1166890,Penny Patterson
nm1167084,Carl Pribram
nm11679692,Linda Moshier
nm11875179,Cao Yang
nm1190639,Loye Payen
nm1308054,Odette Robert
nm14690782,Tania Morgan
nm1651082,Gary Hall Jr.
nm1659305,Nicole Aiken
nm16607952,Maia
nm2105464,Carlos Francisco
nm2148260,Viktor Ageyev
nm2187158,Billy Edwards
nm2997567,Tom Taplin
nm3011554,Leif Edlund
nm3030148,Kazuo Hashimoto
nm3056514,Rico Rodriguez
nm3065008,Yung-Chang Ho
nm3073873,Simon Lee Clarke
nm3086975,Jianlin Pan
nm3107697,Sylvia Consky
nm4277009,Ang Wong
nm4295582,Jermaine Liburd
nm4360921,Jane Blyler
nm4979987,Mireille Lafeuille
nm5028766,Manfred Schulz
nm6210356,Vladimir Khlestov
nm6254843,Constantinos Stephanopoulos
nm6312202,David Liu
nm0131374,Adele Cambria
nm0135650,Anne Caprile
nm0136184,Carmen Carbonell
nm0136211,Emanuela Pala Carboni
nm0137798,Nicolas Carlotti
nm0138268,Christina Carlwind
nm0142976,Carlos Casaravilla
nm0143207,Gerald Case
nm0143599,Johnny Cash
nm0144107,Cassen
nm0144911,Castel Casti
nm0149435,Tom Chadbon
nm0149841,Khagesh Chakravarti
nm0151155,Michael Wai-Man Chan
nm0151499,John Chandos
nm0151988,Viviane Chantel
nm0152250,Minnie Chaplin
nm0153235,Georges Charlia
nm0153713,Charley Chase
nm0154299,Emmanuelle Chaulet
nm0154605,Pepe Chavez
nm0155102,Amira Chemakhi
nm0155479,Lawrence Chenault
nm0155587,Kent Cheng
nm0155607,Pei-Pei Cheng
nm0156072,Eugene Cherry
nm0156928,Minoru Chiaki
nm0157300,Ying-Chieh Han
nm0157304,Yuet-Sang Chin
nm0158491,Yuko Chishiro
nm0159533,Arpan Chowdhury
nm0161275,Mok Siu-Chung
nm0161414,Berton Churchill
nm0162123,Magdalena Cielecka
nm0163410,Stefan Clapczynski
nm0164801,Jacqueline Clarke
nm0166536,Lyne Clevers
nm0169067,Frank Coghlan Jr.
nm0170198,Claude Farell
nm0170377,Todd James Colby
nm0170492,Celeste Cole
nm0171035,Frank J. Coleman
nm0173548,Jean-Paul Comart
nm0174738,Frank Conlan
nm0174943,'Big Patcheen' Conneely of the West
nm0175075,Jane Connelly
nm0175147,George Conner
nm0177972,Dave Cooper
nm0179154,Harry H. Corbett
nm0180452,Robert Cornthwaite
nm0185206,Rene Cox
nm0185769,Alec Craig
nm0185804,Charles Craig
nm0188292,Mladen Crnobrnja
nm0188357,Harry Crocker
nm0190222,Andrés José Cruz Soublette
nm0190977,Riccardo Cucciolla
nm0191245,Simon Cuff
nm0192319,Haedyn Cunningham
nm0193862,Allan Cuthbertson
nm0194713,Jirí Císler
nm0195968,Chris D.
nm0199813,Adelaide Danieli
nm0200040,Mickey Daniels
nm0200246,Ignat Daniltsev
nm0200900,Mahbanou Darabi
nm0201147,Zena Dare
nm0202516,Ricky Davao
nm0207392,Farnesio de Bernal
nm0208535,Galle De Gaston
nm0211346,Nick De Ruiz
nm0212860,Louis Dean
nm0216177,Suzy Delair
nm0216658,Boris Delcevski
nm0218228,Boris Demb
nm0219342,Charles Denner
nm0220183,Émilie Dequenne
nm0221831,Josée Destoop
nm0223540,Bass Dhem
nm0224211,Dante Di Pinto
nm0228030,Ndiawar Diop
nm0228033,Ousseynou Diop
nm0228160,Luc-Antoine Diquéro
nm0228871,Jill Dixon
nm0230559,Denny Doherty
nm0231716,Berta Domínguez D.
nm0232196,Robert Donat
nm0233123,Valérie Donzelli
nm0233713,Pierre Doris
nm0233937,Thérèse Dorny
nm0236875,Colin Drake
nm0237655,Ellen Drew
nm0238728,Jenny Drye
nm0238758,Jeanie Drynan
nm0242574,George Dunn
nm0242749,Robert Dunn
nm0243260,André Dupon
nm0243454,June Duprez
nm0249811,Antoinette Edwards
nm0250089,Jennifer Edwards
nm0252728,Khaled Nabawy
nm0252823,Omar El-Hariri
nm0253345,John Elfström
nm0254712,Aunjanue Ellis-Taylor
nm0255475,Eric Elmosnino
nm0255573,Michael Elphick
nm0256609,Tôru Emori
nm0257151,Tina Engel
nm0258168,Ezzatolah Entezami
nm0991940,Nikiforos Naneris
nm0992732,Kazuhiro Sano
nm0998931,Jun Hongô
nm10026997,Charlotte Creaghan
nm1097879,Ernest Knight
nm1102057,Seok-hun Nam
nm11020609,Ricardo Mejia
nm1106808,Gianfranco Bellini
nm1108007,David Lowery
nm1172448,Hikosaburo Kataoka
nm11740098,Jupyra Carvalho
nm11779221,Clayton Hoese
nm1178220,Bart Binnema
nm1179757,Marta Fensore
nm1181036,Marcel Darbaud
nm11811212,Erica
nm13588483,Fethi Baccouche
nm15262778,Romain Maricau
nm15262779,Romane Violeau
nm16230534,Syvilla Fort
nm1631269,Chloë Grace Moretz
nm16338507,Ocean VanExel
nm1743016,Mitsuyo Mizushima
nm2592178,Hajime Araki
nm2695168,Xiaomin Zhou
nm2719505,Yukiko Yanagawa
nm3952124,Peter Willnauer
nm3959021,Adrian Moore
nm4000889,Hobert Durham Jr.
nm5597264,He Du
nm5599991,Mohamad Dolati
nm5646804,David Montgomery
nm7710021,Angus O'Brien
nm0521443,Susanne Lothar
nm0522554,Jim Lovell
nm0524274,Sam Lucas
nm0525047,Ricky Ludwig
nm0528752,Mara Lynn
nm0529695,Marcel Lévesque
nm0531722,Gary McDonald
nm0531759,J. Farrell MacDonald
nm0533045,Marion Mack
nm0533131,Barry MacKay
nm0536009,Lamberto Maggiorani
nm0536252,Pierre Magnier
nm0931038,Keith Williams
nm0933531,Jack Wilson
nm0934892,Gil Winfield
nm0940327,Albie Woodington
nm0941847,Katia Wostrikoff
nm0944684,Zhilun Xue
nm0945855,Kan Yanagiya
nm0946683,Rikiya Yasuoka
nm0947777,Charlie Yeung
nm0948154,Veronica Yip
nm0948949,Yoshio Yoshida
nm0949241,Alan Young
nm0951423,Malgorzata Zabkowska
nm0953730,Milos Zavadil
nm0957352,Ivan Zivkovic
nm0959476,Juan Álvarez
nm0959818,Olof Ås
nm0959984,Tôru Ôhira
nm0969145,Nicolas Foutrier
nm10725694,Marvin Maddicks Jr.
nm10736735,Winny Au Yeung
nm1077021,Han-seob Kim
nm1080621,Svetla Amortová
nm1080791,Richard Bovnoczki
nm1211608,Connie Teng
nm14244928,Siri Jøntvedt
nm1426171,Steffen Odd Sølvberg
nm1433314,Sam Lisenco
nm15718986,Birendra Banerji
nm15757518,Alberta Rucker
nm15757522,Julian Jenkins
nm15781614,Kakha Beridze
nm1705568,Agnès Aubé
nm2733598,Lydia Kavanagh
nm2756713,Evelisse 'Lilah' Ortiz
nm2831558,Vincent Alfonzo Jamal
nm3873628,Junjun Quintana
nm3918621,Rene Ferro
nm5309717,Takaya Hijikata
nm7048542,Silas Monyatse
nm8524269,Ardita Brahimaj
nm8533607,Maryanne Ng-Yew
nm8541050,Mohamad Atef
nm9822848,Bice Melegari
nm9866737,Qian Sun
nm9884914,Gengiz Hasim
nm10695943,Viktoria Miroshnichenko
nm1092104,Huatong Li
nm12280487,Annelise Wiering
nm1236764,Rolando Hernández
nm1808264,George Cole
nm1817412,Chitose Kobayashi
nm1823264,Aaron Moorhead
nm1871469,Konrad Frey
nm1903055,Ko Takeuchi
nm1904468,Salwa Haddad
nm3547351,Tôru Watanabe
nm3565551,Anil Kumar Chopra
nm3571449,Colette Hegarty
nm3584669,Sharial C. Lee
nm3595430,Jaeki Kingue
nm4944372,Vica Agache
nm8091742,Naëlle Dariya
nm8198283,Sebastián Cuevas Iriarte
nm8219034,Jose Machado
nm1321684,Brian Altman
nm13231775,Ahtyirahm Allen
nm13238591,Qingyun Zhou
nm13253444,Ellen Brockhöft
nm13253603,Pierre Brunet
nm14854870,Ogo Okafor
nm14855048,Lorenzo Morales
nm15678875,Rob Smith Jr.
nm16429402,Ethel Muckelt
nm1748143,Robert M. Thompson
nm3470801,Osamu Hitomi
nm3508974,Karin Estrada
nm3517113,Wen-Te Cheng
nm5107892,Alava Ballah
nm6787279,Marie Pitre
nm6852883,Naruko Satô
nm0390707,Hilary Holland
nm0395756,Irén Szajki
nm0396096,Toshiyuki Hosokawa
nm0402730,Bill Hunter
nm0403171,Raymond Huntley
nm0405220,Warren Hymer
nm0408005,Masao Imafuku
nm0408234,Sabrina Impacciatore
nm0409244,Annie Shizuka Inoh
nm0410216,Robin Irvine
nm0411292,Towi Islas
nm0415199,Gaston Jacquet
nm0416075,Jalaja
nm0418917,Belinda Jarrett
nm0419125,Sydney Jarvis
nm0422341,Roger Jett
nm0422392,Evgeniy Evstigneev
nm0427260,Roget Joly
nm0428086,Freddie Jones
nm0428438,John Randolph Jones
nm0429810,Jordan
nm0430676,Phillip Joseph
nm0431493,Anne Joyce
nm0433188,John Justin
nm0437726,Sergei Kanishchev
nm0437985,Miriam Kantorková
nm0437997,Ivar Kants
nm0439344,Anna Karina
nm0440746,Galina Kasperovich
nm0440813,Kassagi
nm0441389,Sayoko Katô
nm0441588,Nicky Katt
nm0443710,Serafim Kozminskiy
nm0447557,Jennifer Kendal
nm0451234,Irrfan Khan
nm0455702,Roy Kinnear
nm0455849,Tsuyoshi Kinoshita
nm0461903,Hideo Kô
nm0461940,Lawrence Ko
nm0461985,Akira Kobayashi
nm0462013,Keiju Kobayashi
nm0462607,Hülya Koçyigit
nm0463098,Léonide Kogan
nm0463152,Michiyo Kogure
nm0463774,Kyôji Kokonoe
nm0464613,Abdoulaye Komboudri
nm0465209,Misako Konno
nm0465235,Jûshirô Konoe
nm0466047,Serge Korber
nm0466581,Hilda Koronel
nm0467045,Hajime Koshikawa
nm0467557,Isamu Kosugi
nm0468651,Wladyslaw Kowalski
nm0472166,Jozef Kroner
nm0473795,Kentarô Kudô
nm0475476,Tuli Kupferberg
nm0475878,Hitomi Kuroki
nm0476822,Aleksandr Kuznetsov
nm0477231,Phillip Chung-Fung Kwok
nm0479360,Laurent Labasse
nm0479941,Margaret Lacey
nm0480430,Katya Ladan
nm0480882,Lydia Lafleur
nm0481030,Marie Laforêt
nm0482572,Bowie Lam
nm0485068,John F. Landry
nm0486403,Robin Langford
nm0487254,Gérard Lanvin
nm0488216,Léon Larive
nm0489133,Anki Larsson
nm0494433,Patrick Le Mauff
nm0494886,Richard Leacock
nm0495985,Marie Lebée
nm0497005,Chiu Lee
nm0497578,Joie Lee
nm0497662,Kelly Lee
nm0498071,Reisen Ri
nm0500443,Aida Leiner
nm0501078,Arabella Lemaitre
nm0504897,Tony Leung Chiu-wai
nm0507056,Coleman Lewis
nm0507849,Vera Lewis
nm0509672,Robert Liensol
nm0510769,Li-Mei Chen
nm0512502,Jörgen Lindström
nm0514905,Liu Chia-Yung
nm0515196,Rita Livesi
nm0515988,Gaylord Lloyd
nm0519500,Christian Longuet
nm1036287,Beena Antony
nm1039582,Kristin Bree Calabrese
nm10396585,Arlene Gregoire
nm11816235,Esther Mweemba
nm1181826,Francesca Magrefi
nm1197687,Kirstin Holum
nm13633904,Snæbjörg Guðmundsdóttir
nm13649510,Leland Moss
nm13728190,Monique Cote
nm1474676,Philip Pentek
nm14837867,Gerald Bryson
nm1671913,Kurumi Yamabato
nm1933016,Kandiah Binns
nm1970718,Alphonse Ardoin
nm1972555,Marie Nyreröd
nm1977060,Moin Ahmed
nm1984987,Emiko Fuku
nm2009554,Marlon Ramirez
nm2032777,Ida Orliffe
nm2047618,Jason Ma
nm3714097,Patricia Soso
nm3741812,Philippe Urraca
nm4730585,Marlin Marynick
nm4771406,Kyle Anderson
nm6029605,Héctor Aníbal
nm6079113,Mario Silva
nm6108313,Jon Theodore
nm7461719,Jocelyn Carter
nm0805100,Helgi Skúlason
nm0805711,Frantisek Slégr
nm0807032,Aleksei Smirnov
nm0809338,Michael Smith
nm0811992,Mario Socrate
nm0813691,Miguel Ángel Solá
nm0814480,Keisuke Sonoi
nm0815713,Alain Souchon
nm0816530,Umberto Spadaro
nm0819298,Miriam Spoerri
nm0821637,Marion Stalens
nm0822337,Viktor Stanitsyn
nm0823241,Mimi Stark
nm0823592,Ringo Starr
nm0834043,Jaroslava Stedra
nm0834130,Tim Streeter
nm0835149,Gregory Stroud
nm0836828,Emiliano Suarez
nm0837420,Bunta Sugawara
nm0839848,Marie Susini
nm0840646,Mizuho Suzuki
nm0843102,Igor Sykhra
nm0843401,Sylvia Syms
nm0843913,Jánosné Szekeres
nm0847146,Kazuya Takahashi
nm0847827,Jaakko Talaskivi
nm0848147,André Leon Talley
nm0849108,Yatsuko Tan'ami
nm0849302,Tong Ching
nm0850680,André Tarroux
nm0850917,Barbara Tasker
nm0851520,Masami Taura
nm0853736,Maria Tedeschi
nm0856673,Jorge Treviño
nm0856764,Maurice Teynac
nm0863839,Tin Leung
nm0864397,Jean Tissier
nm0865333,Bruno Todeschini
nm0865590,Haruko Tôgô
nm0865779,Lubor Tokos
nm0866696,Misako Tominaga
nm0867573,Michael Toost
nm0868640,Fernando Torres
nm0869601,Rokkô Toura
nm0871681,Lady Tree
nm0872561,Andrew Tribble
nm0873005,Marie Trintignant
nm0874124,Howard Truesdale
nm0874535,Pavel Trávnícek
nm0874971,Naledi Tshazibane
nm0876522,Gualtiero Tumiati
nm0880521,Liv Ullmann
nm0882853,Brenda Vaccaro
nm0882870,Tracy Vaccaro
nm0885304,Josef Valnoha
nm0889511,Victor Varconi
nm0891309,Nicole Vauthier
nm0891631,María Vico
nm0893834,Julien Verdier
nm0893941,Maribel Verdú
nm0894494,Ruel Vernal
nm0896417,Érico Vidal
nm0896510,Susan Vidler
nm0897535,Helka Viljanen
nm0898155,Carlos Villatoro
nm0898296,Lionel Villeneuve
nm0901901,Rainer von Artenfels
nm0905268,Kôji Wada
nm0906686,Akiko Wakabayashi
nm0906932,Anton Walbrook
nm0907170,Otto Waldis
nm0907480,Robert Walker Jr.
nm0908970,Knut Walle
nm0910738,Zoë Wanamaker
nm0913319,Naima Wasfy
nm0914491,Alberta Watson
nm0914502,Anthony Watson
nm0915594,Ken Wayne
nm0915851,Fritz Weaver
nm0925370,Richard White
nm0927582,Claus Wiese
nm0928411,Barbie Wilde
nm0928455,Jimmy Wilde
nm0928697,Michael Wilding
